,QuestionText_nchars,VerfiedBuyersWithLanguage,NonEmployeeAnswersWithinWeek
48075,104,251,1
48076,49,10,0
48077,57,28,1
48078,45,28,1
48079,91,453,1
48080,73,4,2
48081,135,20,0
48082,175,1884,1
48083,84,52,1
48084,298,277,0
48085,94,12,1
48086,111,184,1
48087,198,7,0
48088,124,51,0
48089,177,248,1
48091,201,6,0
48092,73,0,0
48093,43,37,0
48094,82,36,1
48095,39,64,2
48096,196,310,1
48097,53,1,1
48098,78,577,1
48099,111,23,1
48100,42,713,0
48101,197,41,1
48102,14,14,0
48103,43,21,0
48104,48,632,1
48105,131,3,0
48106,332,500,1
48107,182,2,0
48108,180,39,2
48109,36,14,0
48110,181,3,0
48111,100,49,1
48112,167,19,0
48113,64,301,1
48114,160,175,2
48115,97,202,1
48116,37,6,1
48117,54,239,0
48118,93,2556,1
48119,85,43,1
48120,186,19,2
48121,82,42,1
48122,294,16,2
48123,187,35,0
48124,56,8,0
48125,36,16,1
48126,196,184,1
48127,52,418,1
48128,167,2,0
48129,44,38,1
48130,45,2,0
48131,96,476,1
48132,56,552,1
48133,159,289,2
48134,35,11,1
48135,104,0,1
48136,354,166,1
48137,95,47,0
48138,124,1,1
48139,193,1,1
48140,84,3,0
48141,59,399,1
48142,31,0,0
48143,62,1,0
48144,182,53,2
48145,33,18,0
48146,24,11,0
48147,122,5,0
48148,40,2,0
48149,33,8,0
48150,88,313,1
48151,408,77,2
48152,74,20,0
48153,49,2,0
48154,4,72,1
48155,36,213,2
48156,42,292,1
48157,80,0,0
48158,17,9,0
48159,105,53,0
48160,28,0,0
48161,52,0,0
48162,36,213,1
48163,112,76,4
48164,63,15,0
48165,79,335,1
48166,41,0,3
48167,290,736,1
48168,36,33,0
48169,50,2198,0
48170,286,1,0
48171,286,3,0
48172,39,1,0
48173,476,779,2
48174,346,752,1
48175,55,16,1
48176,188,0,0
48177,174,178,0
48178,115,7,0
48179,146,35,1
48180,62,17,0
48181,44,3310,0
48182,39,39,1
48183,65,17,1
48184,75,0,0
48185,120,9,0
48186,56,31,1
48187,44,4,0
48188,50,2198,0
48189,36,82,1
48190,229,683,1
48191,55,0,0
48192,27,0,0
48193,35,35,3
48194,100,3,0
48195,25,20,1
48196,46,200,3
48197,93,5,0
48198,104,1,0
48199,55,725,1
48200,136,4,0
48201,97,1107,0
48202,53,156,1
48203,154,334,1
48204,160,22,0
48205,24,77,1
48206,107,45,0
48207,65,0,0
48208,54,0,0
48209,47,0,0
48210,33,89,0
48211,65,11,0
48212,203,37,0
48213,158,320,1
48214,121,1139,0
48215,39,172,1
48216,155,96,0
48217,58,0,0
48218,106,15,0
48219,90,758,1
48220,85,39,1
48221,62,22,1
48222,67,197,0
48223,154,5,0
48224,155,1,1
48225,187,384,0
48226,109,9,0
48227,322,805,1
48228,200,248,2
48229,64,1,0
48230,46,0,0
48231,38,200,0
48232,74,953,1
48233,65,636,1
48234,64,133,1
48235,129,78,1
48236,125,6,1
48237,147,115,2
48238,92,17,0
48239,60,67,1
48240,190,26,1
48241,99,13,2
48242,85,3,0
48243,176,55,1
48244,85,7,0
48245,33,167,1
48246,47,85,2
48247,55,0,0
48248,68,736,1
48249,84,1,0
48250,79,367,0
48251,45,11,0
48252,98,7,0
48253,72,380,1
48254,156,0,0
48255,153,31,1
48256,56,12,0
48257,485,1044,1
48258,50,578,1
48259,31,3,0
48260,190,2769,0
48261,148,1140,1
48262,84,1451,1
48263,82,1,0
48264,7,0,0
48265,28,0,0
48266,38,937,1
48267,94,23,1
48268,67,89,0
48269,33,253,2
48270,137,6,0
48271,44,20,1
48272,65,3199,1
48273,91,86,1
48274,37,328,2
48275,29,8,0
48276,52,241,1
48277,187,2,0
48278,73,1,0
48279,40,986,1
48280,62,466,1
48281,67,986,2
48282,58,1,0
48283,89,11,1
48284,69,0,0
48285,144,259,3
48286,101,18,0
48287,123,4,0
48288,55,113,1
48289,93,45,3
48290,113,37,0
48291,96,259,0
48292,51,259,2
48293,109,442,1
48294,191,27,0
48295,75,300,1
48296,154,84,1
48297,199,1,0
48298,143,395,1
48299,103,214,2
48300,36,0,0
48301,92,87,0
48302,54,31,0
48303,46,670,1
48304,104,2,0
48305,178,43,0
48306,147,0,0
48307,27,0,0
48308,87,1,0
48309,201,24,1
48310,195,54,0
48311,44,22,0
48312,146,1639,1
48313,139,326,0
48314,230,1186,2
48315,31,1,0
48316,71,10,1
48317,45,66,1
48318,66,6,0
48319,171,31,0
48320,87,198,0
48321,67,0,0
48322,105,0,0
48323,144,4,0
48324,131,41,1
48325,80,1,0
48326,36,2,0
48327,185,35,0
48328,28,4,0
48329,122,78,2
48330,114,0,0
48331,54,22,1
48332,115,82,1
48333,80,416,2
48334,53,6,0
48335,56,625,1
48336,36,59,0
48337,71,53,0
48338,146,99,1
48339,52,12,3
48340,29,54,1
48341,105,917,0
48342,62,260,1
48343,116,8337,1
48344,90,7,1
48345,36,0,0
48346,42,3,0
48347,38,15,1
48348,79,3,0
48349,34,5,0
48350,28,4,0
48351,129,1,1
48352,194,7,0
48353,342,319,3
48354,60,27,1
48355,175,0,0
48356,224,911,1
48357,42,54,0
48358,80,475,1
48359,92,169,1
48360,499,125,1
48361,114,476,1
48362,133,75,2
48363,200,447,2
48364,93,42,0
48365,66,148,1
48366,195,106,2
48367,95,6,0
48368,141,49,1
48369,128,14,1
48370,194,2023,0
48371,43,210,1
48372,58,72,2
48373,44,8,0
48374,98,11,1
48375,138,38,0
48376,54,791,2
48378,170,513,1
48379,65,841,1
48380,74,7,0
48381,68,185,1
48382,238,445,1
48383,65,6,0
48384,40,1,0
48385,178,1,0
48386,197,13,0
48387,59,3,1
48388,202,739,1
48389,150,13,0
48390,42,0,0
48391,61,30,1
48392,140,10,1
48393,78,32,0
48394,45,205,0
48395,36,20,1
48396,121,1,0
48397,40,294,1
48398,141,1,0
48399,64,5054,1
48400,201,62,2
48401,55,1358,1
48402,407,223,1
48403,193,88,2
48404,24,1,0
48405,40,70,1
48406,144,216,0
48407,24,0,0
48408,176,290,1
48409,81,15,1
48410,74,57,1
48411,43,0,0
48412,105,228,1
48413,126,71,1
48414,24,296,1
48415,139,19,1
48416,55,69,0
48417,57,0,0
48418,142,864,1
48419,73,11,0
48420,127,69,2
48421,186,32,1
48422,139,8,0
48423,95,18,1
48424,92,2,0
48425,145,45,0
48426,141,9,0
48427,51,1,0
48428,61,9,0
48429,199,240,2
48430,84,1,1
48431,126,24,0
48432,158,10,1
48433,87,7,0
48434,67,9,0
48435,199,117,0
48436,40,1407,1
48437,194,537,2
48438,129,181,2
48439,170,283,1
48440,178,159,1
48441,274,135,1
48442,29,1,0
48443,63,4,0
48444,67,535,1
48445,35,6,0
48446,121,1014,1
48447,66,24,0
48448,65,42,4
48449,192,56,0
48450,167,70,1
48451,164,11,0
48452,82,4,0
48453,147,3,0
48454,30,11,0
48455,29,2650,1
48456,49,199,0
48457,51,21,0
48458,91,67,0
48459,310,569,2
48460,72,86,0
48461,32,1,0
48462,71,886,1
48463,102,1869,1
48464,82,0,0
48465,276,90,0
48466,24,6,0
48467,47,439,2
48468,178,26,0
48469,91,7,0
48470,74,10,0
48471,40,3,0
48472,131,177,1
48473,166,203,0
48474,23,0,0
48475,212,449,1
48476,52,14,0
48477,200,999,1
48478,110,14,0
48479,94,7813,1
48480,119,10,0
48481,138,2,0
48482,194,31,1
48483,32,23,0
48484,59,47,2
48485,170,10,1
48486,193,64,2
48487,172,1875,2
48488,102,1023,0
48489,39,24,0
48490,463,229,1
48491,24,16,0
48492,10,3,0
48493,192,3,0
48494,59,18,0
48495,59,20,2
48496,194,21,1
48497,162,739,1
48498,36,100,1
48499,121,3,0
48500,85,52,3
48501,68,140,0
48502,154,33,1
48503,105,1276,1
48504,372,193,1
48505,242,210,2
48506,38,41,1
48507,60,1,0
48508,200,87,1
48509,53,30,1
48510,200,7,0
48511,194,584,0
48512,134,49,0
48513,197,0,0
48514,208,100,0
48515,45,1,0
48516,24,10,0
48517,194,7,0
48518,20,71,1
48519,63,42,0
48520,119,42,0
48521,55,290,1
48522,247,58,1
48523,60,10,1
48524,71,0,0
48525,124,85,0
48526,24,0,1
48527,221,97,1
48529,43,3,1
48530,56,612,1
48531,185,0,0
48532,131,31,0
48533,71,771,1
48534,50,9,0
48535,153,2,1
48536,17,13,0
48537,146,93,0
48538,124,44,0
48539,55,180,0
48540,22,0,0
48541,231,6,0
48542,9,0,0
48543,173,121,2
48544,96,18,1
48545,98,2893,0
48546,38,9,1
48547,200,1,1
48548,310,0,0
48549,86,0,0
48550,172,22,1
48551,55,9,0
48552,61,0,0
48553,70,10,0
48554,163,1026,1
48555,39,20,0
48556,50,0,0
48557,105,1596,1
48558,49,0,0
48560,85,0,0
48561,43,0,2
48562,51,28,1
48563,447,42,0
48564,129,135,1
48565,48,48,1
48566,39,484,0
48567,90,819,1
48568,185,11,0
48569,142,9,0
48570,55,7,0
48571,60,6,0
48572,36,43,0
48573,80,452,0
48574,55,1582,0
48575,88,1106,0
48576,141,37,4
48577,53,2,0
48578,24,94,1
48579,76,0,0
48580,255,11,0
48581,187,29,0
48582,84,35,0
48583,50,0,1
48584,50,1704,1
48585,127,1347,1
48586,209,13,0
48587,179,338,1
48588,121,954,1
48589,42,1,1
48590,192,39,1
48591,191,1,0
48592,189,0,0
48593,93,1,0
48594,33,53,1
48595,129,376,2
48596,361,625,1
48597,58,372,0
48598,40,53,1
48599,102,1690,2
48600,117,3,1
48601,124,126,1
48602,63,1,0
48603,76,4,0
48604,43,194,1
48605,29,22,1
48606,107,4,0
48607,36,88,1
48608,56,0,0
48609,43,9,0
48610,62,25,0
48611,38,98,1
48612,120,43,1
48613,118,10,0
48614,110,22,1
48615,34,4,0
48616,134,230,0
48617,114,292,1
48618,250,148,1
48619,59,90,0
48620,192,10,0
48621,71,7,1
48622,188,67,1
48623,122,7,0
48624,35,3,0
48625,167,48,0
48626,90,1,0
48627,155,8,0
48628,41,0,0
48629,49,66,1
48630,59,8,1
48631,129,27,0
48632,97,243,0
48633,189,807,2
48634,37,3,0
48635,100,11,1
48636,84,33,0
48637,166,1,0
48639,201,1232,3
48641,24,26,1
48642,70,3,0
48643,84,1,0
48644,62,18,1
48645,30,0,0
48646,116,46,0
48647,183,2,0
48648,80,63,1
48649,131,19,1
48650,72,1,0
48651,100,2,0
48652,114,5,1
48653,74,39,0
48654,504,330,1
48655,104,348,0
48656,80,3,0
48657,40,3,0
48658,70,2,0
48659,89,18,1
48660,60,375,1
48661,33,10,0
48662,36,186,0
48663,130,24,2
48664,178,110,1
48665,147,220,5
48666,87,91,0
48667,110,7,0
48668,137,271,3
48669,64,185,0
48670,191,77,1
48671,25,15,0
48672,89,23,2
48673,287,11,1
48674,48,1,1
48675,79,96,0
48676,99,1,0
48677,145,629,2
48678,67,21,0
48679,67,21,0
48680,21,5,0
48681,124,45,1
48682,248,2,0
48683,107,0,0
48684,148,2,0
48685,163,337,1
48686,73,170,1
48687,155,0,0
48688,65,2,0
48689,86,1,0
48690,126,397,1
48691,103,39,0
48692,62,10,0
48693,78,0,0
48694,37,0,0
48695,70,3474,1
48696,82,159,0
48697,145,53,1
48700,96,7,0
48701,61,3,1
48702,32,0,0
48703,41,0,0
48704,142,45,1
48705,160,1,0
48706,63,28,1
48707,111,327,1
48708,60,20,0
48709,46,13,0
48710,40,798,1
48711,47,96,2
48712,47,31,0
48713,163,56,1
48714,56,11,0
48715,100,213,1
48716,39,0,0
48717,50,2,0
48718,43,64,1
48719,33,0,0
48720,55,22,2
48721,11,114,1
48722,29,3,0
48723,136,232,1
48724,45,111,1
48725,90,1,0
48726,57,18,2
48727,85,108,1
48728,35,149,1
48729,86,1622,0
48730,151,32,1
48731,137,31,0
48732,83,36,0
48733,65,642,2
48734,373,40,0
48735,194,19,2
48736,76,870,0
48737,57,870,0
48738,96,1,0
48740,60,30,1
48741,118,67,0
48742,178,26,1
48743,39,2,0
48744,193,136,1
48745,193,4,0
48746,107,2,0
48747,39,9,0
48748,179,38,0
48749,149,1,0
48750,57,924,1
48751,45,1016,1
48752,153,23,0
48753,81,217,1
48754,168,67,1
48755,60,0,0
48756,75,528,1
48757,143,1897,2
48758,35,7,0
48759,107,6,0
48760,161,2,0
48761,83,141,1
48762,200,6,1
48763,187,91,0
48764,50,0,0
48765,57,3204,1
48766,79,6,1
48767,150,1,0
48768,46,2,0
48769,46,2014,0
48770,46,0,1
48771,55,8,0
48772,110,0,1
48773,54,126,0
48774,172,423,0
48775,34,30,1
48776,154,0,0
48777,22,13,0
48778,107,68,1
48779,125,1893,2
48780,145,28,3
48781,133,27,1
48782,156,65,2
48783,135,5,0
48784,201,62,2
48785,58,0,1
48786,64,101,1
48787,84,0,0
48788,72,0,1
48789,41,20,1
48790,48,48,0
48791,68,4,1
48792,81,40,0
48793,133,0,0
48794,89,9,0
48795,50,11,1
48796,175,56,1
48797,30,2,0
48798,79,95,1
48799,71,1,0
48800,286,381,1
48801,134,162,1
48802,91,1949,1
48803,141,386,1
48804,62,0,0
48805,100,99,1
48806,44,0,0
48807,100,9,0
48808,38,1,0
48809,119,7,0
48810,48,1,0
48811,41,33,0
48812,24,0,0
48813,101,194,3
48814,84,631,0
48815,174,42,0
48816,257,363,2
48817,59,12,0
48818,80,3,0
48819,11,0,0
48820,164,4,0
48821,43,27,0
48822,195,12,0
48823,98,57,0
48824,62,86,1
48825,371,0,0
48826,80,0,0
48827,45,9,0
48828,45,0,0
48829,195,221,1
48830,29,236,1
48831,42,2,0
48832,102,213,1
48833,62,75,1
48834,67,134,1
48835,37,31,0
48836,204,1,0
48837,125,5,0
48838,186,116,0
48839,197,8,2
48840,77,0,0
48841,117,1,0
48842,40,0,0
48843,69,39,1
48844,199,2954,0
48845,39,4,0
48846,114,0,0
48847,109,141,0
48848,76,1,0
48849,203,20,1
48850,39,1,0
48851,63,17,0
48852,156,1056,3
48853,75,6,0
48854,103,4,1
48855,49,5,0
48856,113,104,1
48857,193,3,0
48858,75,63,0
48859,156,20,0
48860,42,25,0
48861,171,1,0
48862,71,0,1
48863,62,10,0
48864,38,7,0
48866,8,74,0
48867,44,17,0
48868,138,470,1
48869,44,301,2
48870,91,3,0
48871,165,81,0
48872,87,2,3
48873,245,3343,1
48874,196,28,2
48875,245,31,1
48876,151,71,0
48877,29,4,0
48878,140,199,0
48879,37,773,1
48880,31,15,0
48881,112,4,0
48882,85,2,0
48883,114,16,0
48884,110,13,0
48885,69,39,1
48886,181,3,0
48887,33,207,1
48888,162,65,0
48889,83,11,0
48890,36,148,1
48891,107,0,0
48892,170,2,0
48893,106,26,1
48894,185,170,1
48895,33,11,0
48896,91,6,0
48897,85,85,0
48898,36,348,0
48899,153,5,0
48900,200,260,1
48901,53,24,0
48902,29,0,0
48903,70,47,1
48904,78,1270,0
48905,38,2,0
48906,136,5,0
48907,49,51,0
48908,48,192,0
48909,51,8,0
48910,181,8,0
48911,116,3,0
48912,326,67,1
48913,141,1,0
48915,43,0,0
48916,68,4,0
48917,22,5,0
48918,231,127,1
48919,233,3329,0
48920,74,0,0
48921,33,0,0
48922,99,475,2
48923,85,640,0
48925,131,282,1
48926,123,163,1
48927,193,2,0
48928,91,18,1
48929,124,3,1
48930,96,419,2
48931,41,0,0
48932,68,151,1
48933,133,0,0
48934,70,123,1
48935,222,56,3
48936,181,232,1
48937,27,5,0
48938,108,1459,0
48939,106,60,0
48940,73,8,2
48941,62,19,0
48942,120,1208,3
48943,189,234,1
48944,82,0,0
48945,107,0,0
48946,56,1,0
48947,240,2183,0
48948,285,17,0
48949,75,10,1
48950,27,8,1
48951,141,129,1
48952,118,0,0
48953,35,58,1
48954,35,1023,1
48955,200,0,0
48956,194,0,0
48957,199,0,0
48958,83,3,0
48959,90,2,0
48960,32,7,0
48961,124,1,0
48962,44,0,0
48963,105,8,0
48964,69,0,0
48965,205,21,0
48966,80,0,0
48967,102,132,1
48968,92,887,0
48969,44,92,0
48970,67,0,1
48971,101,1,0
48972,88,19,1
48973,79,261,1
48974,200,79,0
48975,40,2,0
48976,52,67,0
48977,58,350,1
48978,128,168,1
48979,68,72,1
48980,50,82,1
48981,117,89,0
48982,56,23,0
48983,73,65,2
48984,47,74,1
48985,112,73,1
48986,115,1,0
48987,95,2557,1
48988,33,8,0
48989,186,1,1
48990,197,133,1
48991,79,70,0
48992,86,21,2
48993,95,15,1
48994,103,609,0
48995,104,261,1
48996,84,3,0
48997,168,115,1
48998,60,141,1
48999,117,112,1
49000,150,112,1
49001,121,30,1
49002,202,357,1
49003,200,1,0
49004,198,21,1
49005,198,24,1
49006,116,54,2
49007,101,1,0
49008,347,469,0
49009,48,324,1
49010,147,116,0
49011,104,1,1
49012,27,0,0
49013,82,8,0
49014,149,102,1
49015,47,0,1
49016,44,1182,2
49017,111,14,0
49018,182,10,0
49020,142,109,1
49021,65,0,0
49022,46,63,2
49023,93,2,0
49024,84,99,1
49025,35,66,0
49026,151,2967,1
49027,111,79,0
49028,197,3,1
49029,40,1,1
49030,43,2,1
49032,200,0,1
49033,26,1,0
49034,67,5,0
49035,108,349,1
49036,92,1,0
49037,97,3,1
49038,141,93,2
49039,64,2,0
49040,122,96,3
49041,190,248,1
49042,93,0,1
49043,43,194,1
49044,36,11,1
49045,135,0,0
49046,99,9,0
49047,81,27,1
49048,36,4,0
49049,128,18,1
49050,148,1,0
49051,63,34,1
49052,46,14,1
49053,84,7,1
49055,59,4,0
49056,173,149,1
49057,41,746,1
49058,92,629,1
49059,64,272,1
49060,83,54,0
49061,64,2,0
49062,50,240,0
49063,124,1,0
49064,161,5,0
49065,31,26,0
49066,158,134,2
49067,183,14,0
49068,184,193,1
49069,56,2,1
49070,42,11,1
49071,91,147,0
49072,67,1664,1
49073,95,68,2
49074,32,794,0
49075,46,61,0
49076,69,0,1
49077,181,2201,1
49078,75,6,0
49079,159,10,0
49080,197,24,1
49081,31,1,0
49082,426,305,2
49083,43,77,1
49084,86,258,1
49085,112,23,1
49086,203,6,1
49087,47,137,1
49088,150,1730,1
49089,75,6,0
49090,30,2,0
49091,161,100,0
49092,435,659,1
49093,109,200,0
49094,186,5,0
49095,37,0,0
49096,163,6,0
49097,64,34,0
49098,102,1,0
49099,187,15,1
49100,170,0,0
49101,106,569,0
49102,108,1,1
49103,94,8,0
49104,42,13,1
49105,70,0,0
49106,96,1,0
49107,94,125,0
49108,80,0,1
49109,162,12,0
49110,45,0,0
49111,221,3,0
49112,139,145,0
49113,122,22,1
49114,202,112,0
49115,86,93,1
49116,24,3,0
49117,51,16,0
49118,24,2,0
49119,78,53,0
49120,33,6,1
49121,79,50,0
49122,276,52,0
49123,391,539,1
49124,96,41,0
49125,218,20,0
49126,10,53,0
49127,17,9,0
49128,119,2172,1
49129,192,14,1
49130,84,3,0
49131,100,658,1
49132,196,1,0
49133,45,13,1
49134,175,339,1
49135,63,2,0
49136,73,163,0
49137,354,253,0
49138,37,6,0
49139,60,5,0
49140,75,363,1
49141,112,144,0
49142,163,7,0
49143,41,49,0
49144,28,2,1
49145,58,4,0
49146,34,0,0
49147,68,9,0
49148,200,0,0
49149,247,125,1
49150,47,4,0
49151,45,1,0
49152,198,1,1
49153,183,130,0
49154,160,3014,1
49155,51,222,1
49156,182,199,2
49157,51,68,1
49158,186,1,0
49160,134,1,2
49161,193,4,0
49162,12,4,0
49163,98,70,0
49164,127,1,0
49165,50,2,0
49166,45,21,2
49167,189,11,0
49168,57,401,0
49169,218,533,1
49170,73,7,0
49171,109,11,1
49172,83,31,0
49173,50,1167,1
49174,30,131,1
49175,98,2,0
49176,141,22,0
49177,48,1,1
49178,64,0,0
49179,80,0,1
49180,164,707,1
49181,102,4,0
49182,57,7,0
49183,86,19,1
49184,88,16,1
49185,92,3,1
49186,74,13,1
49187,306,63,0
49188,94,12,1
49189,101,72,1
49190,33,1,0
49191,85,429,0
49192,265,2216,1
49193,34,1106,1
49194,123,16,1
49195,309,42,0
49196,32,70,1
49197,135,490,0
49198,151,659,1
49199,190,3,0
49200,64,71,0
49201,153,183,0
49202,55,14,0
49203,61,3,0
49204,89,2,1
49205,28,2,0
49206,111,1,0
49207,69,3,0
49208,364,253,2
49209,35,38,1
49210,160,54,0
49211,57,14,0
49212,44,77,1
49213,185,911,1
49214,79,601,0
49215,70,0,0
49216,114,363,2
49217,42,465,1
49218,79,18,0
49219,41,468,1
49220,104,90,0
49221,42,54,0
49222,48,66,1
49223,18,82,0
49224,18,36,0
49225,18,4,0
49226,200,3,0
49227,80,691,1
49228,34,3,0
49229,107,368,1
49230,46,81,1
49231,58,295,1
49232,174,473,0
49233,170,70,0
49234,182,32,1
49235,43,1299,1
49236,116,1,0
49237,152,59,0
49238,78,35,1
49239,38,0,0
49240,105,3,0
49241,114,1,1
49242,14,1,0
49243,94,87,1
49244,45,0,0
49245,134,3,1
49246,98,276,0
49247,141,68,1
49248,483,178,0
49249,62,0,0
49250,144,13,0
49251,61,50,1
49252,92,812,2
49253,54,3,0
49254,60,16,0
49255,197,888,3
49256,51,16,0
49257,194,2,0
49258,255,197,1
49259,283,17,0
49260,171,0,0
49261,126,1878,0
49262,136,143,0
49263,41,64,0
49264,53,1,0
49265,27,364,0
49266,33,0,0
49267,34,46,0
49268,116,2106,0
49269,66,1,1
49270,66,9,0
49271,65,10,1
49272,25,1,0
49273,43,173,1
49274,88,0,0
49275,56,86,1
49276,151,15,2
49277,42,361,1
49278,53,11,1
49279,103,90,1
49280,26,2,0
49281,26,1,0
49282,77,2,0
49283,194,54,1
49284,86,86,0
49285,147,129,1
49286,95,77,0
49287,132,175,0
49288,68,1,1
49289,68,1,0
49290,82,7,1
49291,93,186,0
49292,244,149,1
49293,62,1,1
49294,81,0,1
49295,154,420,0
49296,53,2,0
49297,50,27,0
49298,31,12,0
49299,80,57,0
49300,62,49,1
49301,97,76,1
49302,67,0,0
49303,190,77,1
49304,101,1,1
49305,181,7,0
49306,57,2,0
49307,47,1,0
49308,53,41,1
49309,178,218,0
49310,70,168,2
49311,40,2,0
49312,32,22,1
49313,142,7,0
49314,47,84,2
49316,52,0,0
49317,54,95,1
49318,102,413,1
49319,76,22,0
49320,84,374,1
49321,36,3,0
49322,81,36,0
49323,59,215,1
49324,240,635,1
49325,79,4,0
49326,161,1015,0
49327,136,84,1
49328,97,95,0
49329,54,139,1
49330,177,464,1
49331,36,30,0
49332,187,0,0
49333,35,10,0
49334,143,7,0
49335,96,65,2
49336,49,4,0
49337,103,150,2
49338,71,30,1
49339,76,19,1
49340,77,7,1
49341,134,25,1
49342,36,960,2
49343,93,6,0
49344,170,0,0
49345,331,300,2
49346,119,59,1
49347,43,4,0
49348,189,622,1
49349,179,42,0
49350,45,111,1
49351,136,486,1
49352,59,14,0
49353,31,49,3
49354,73,29,0
49355,17,25,0
49356,10,0,0
49357,82,0,1
49358,24,32,0
49359,38,1,0
49360,256,218,1
49361,25,635,1
49362,106,0,1
49363,42,5,0
49364,112,14,1
49365,117,40,0
49366,29,258,1
49367,47,42,1
49368,47,71,0
49369,23,0,0
49370,75,0,0
49371,169,87,2
49372,39,70,2
49373,166,16,1
49374,616,1299,1
49375,64,0,0
49376,495,1299,1
49377,31,379,1
49378,126,3,0
49379,257,240,1
49380,200,49,1
49381,71,267,2
49382,81,141,1
49383,128,41,1
49385,106,6,0
49386,73,173,1
49387,85,49,1
49388,124,49,1
49389,40,3331,1
49390,35,645,1
49391,135,1388,2
49392,90,158,2
49393,26,2,1
49394,148,6,0
49395,68,438,2
49396,175,275,2
49397,75,0,0
49398,120,0,0
49399,40,6,0
49400,25,140,0
49401,33,0,1
49402,52,2101,1
49403,65,7,1
49404,68,2,1
49405,437,47,1
49406,92,246,1
49407,179,345,1
49408,72,8,0
49409,48,23,0
49410,55,1313,0
49411,56,3612,1
49412,34,35,0
49413,121,51,1
49414,83,0,0
49416,196,10,0
49417,73,5,0
49418,46,137,1
49419,89,401,1
49420,29,0,0
49421,69,4,0
49422,60,584,1
49423,34,238,0
49424,113,23,0
49425,60,5,0
49426,22,1,0
49427,244,209,1
49428,175,183,1
49429,44,221,0
49430,83,5,0
49431,162,49,1
49432,124,203,1
49433,187,2,0
49434,69,124,0
49435,82,0,0
49436,99,144,0
49437,95,3,0
49438,45,5,0
49439,46,1,0
49440,107,3,0
49441,166,441,1
49442,195,3,0
49443,134,1,0
49444,103,3459,0
49445,69,0,0
49446,88,272,0
49447,105,0,0
49449,45,269,0
49450,91,3,0
49451,90,28,0
49452,130,132,1
49453,235,368,1
49454,54,1,1
49455,94,8,0
49456,98,3,0
49457,113,44,1
49458,107,29,0
49459,176,49,2
49460,152,111,0
49461,80,372,0
49462,88,42,1
49463,105,676,0
49464,36,137,0
49465,36,8,0
49466,49,470,0
49467,80,5,1
49468,131,2,0
49469,76,11,0
49470,159,98,3
49471,71,19,1
49472,148,322,1
49473,39,121,0
49474,61,1,0
49475,59,24,0
49476,145,21,0
49477,214,73,1
49478,146,24,0
49479,132,740,1
49480,60,872,0
49481,157,56,0
49482,22,1,1
49483,26,39,1
49484,134,1636,1
49485,71,2,0
49486,59,0,0
49487,120,27,0
49488,52,10,0
49489,190,8,2
49490,84,73,2
49491,28,0,0
49492,52,0,0
49493,51,281,0
49494,68,73,1
49495,22,0,0
49496,74,6,0
49497,81,102,1
49498,218,0,0
49499,108,1,1
49500,75,1183,0
49501,67,16,1
49502,74,35,0
49503,124,7,0
49504,156,1,0
49505,73,6,0
49506,121,1,0
49507,82,119,1
49508,39,445,2
49509,179,60,1
49510,235,242,1
49511,29,1,0
49512,45,438,1
49513,60,2,0
49514,64,0,0
49515,157,171,1
49516,124,13,0
49517,104,5,0
49518,121,155,1
49519,21,60,0
49520,167,126,1
49521,188,75,1
49522,45,0,0
49523,55,3,0
49524,35,1,0
49525,99,34,1
49526,38,14,0
49527,81,0,1
49528,69,2,0
49529,120,246,1
49530,31,100,0
49531,195,0,0
49532,100,2,0
49533,321,862,2
49534,93,23,0
49535,51,283,1
49536,126,150,1
49537,90,7,0
49538,98,0,0
49539,163,533,2
49540,223,329,1
49541,180,60,1
49542,100,1,1
49543,179,3,0
49544,194,99,1
49545,236,43,0
49546,47,0,0
49547,39,1,1
49548,52,2,0
49549,41,0,0
49550,80,636,1
49551,55,119,2
49552,211,35,0
49553,178,329,1
49554,252,109,1
49555,30,0,0
49556,25,5,0
49557,347,131,2
49558,195,72,2
49559,179,2,0
49560,152,0,0
49561,46,1,0
49562,154,208,1
49563,95,82,1
49564,102,139,1
49565,37,24,0
49566,290,426,0
49567,68,4,0
49568,70,1,0
49569,163,366,0
49570,89,1902,0
49571,58,41,1
49572,126,141,1
49573,59,0,0
49574,48,0,0
49575,48,0,0
49576,29,122,1
49577,81,3,0
49578,63,3,0
49579,104,35,0
49580,185,5749,1
49581,120,5,0
49582,154,95,1
49583,43,0,0
49584,328,576,1
49585,47,72,0
49586,37,54,0
49587,70,158,1
49588,152,16,0
49589,83,35,1
49590,177,1,0
49591,71,1,0
49592,49,146,0
49593,284,272,2
49594,45,0,0
49595,167,0,0
49596,97,3621,1
49597,132,0,1
49598,200,2383,1
49599,52,2,1
49600,181,16,0
49601,67,92,1
49602,149,0,0
49603,226,29,0
49604,106,21,0
49605,102,1,0
49606,54,17,0
49607,34,3,0
49608,51,1,0
49609,37,0,0
49610,188,4,1
49611,50,0,0
49612,55,1,0
49613,189,744,0
49614,151,51,0
49615,57,1,1
49616,193,22,1
49617,81,51,1
49618,75,70,0
49619,95,21,1
49620,29,891,3
49621,125,123,1
49622,63,123,0
49623,64,6,0
49624,34,4,0
49625,99,40,1
49626,42,25,2
49627,191,30,0
49628,172,91,2
49629,52,10,0
49630,228,198,1
49631,129,10,0
49632,61,173,1
49633,78,119,1
49634,46,2348,1
49635,103,9,0
